country_id,indicator_id,value,version,review_status,change_note,source_url,tags,country_name,pattern,sources_count,domain
EST,IT03,"Sec-ZT-Policy
eID/PKI と X‑Road を前提に、境界に依存しないZT方針（相互認証・暗号化・署名ログ・最小権限）を国家で制度化。可観測性と復旧性を全国で標準化。ゼロトラスト実装はガバナンス（役割・責任・監査）とポリシー・コード化（IaC/PaC）を伴い、段階的ロードマップで展開する。ID連携・デバイス健全性・ネットワーク・アプリ・データ各柱の測定指標を定義し、成熟度を四半期ベースで可視化する。供給網リスク（SaaS/オープンソース/第三者委託）は契約・検証・監査証跡で管理し、SOCで相関・自動化を進める。クラウド採用時はランディングゾーンと鍵管理・秘匿化標準を適用し、オンプレとの接続は最小境界とする。",2026-02-18,published,initial EST IT03,https://www.ria.ee/en/state-information-system/data-exchange-platforms/data-exchange-layer-x-tee,policy;zt,Estonia,Sec-ZT-Policy,1,Security / Zero-Trust Policy
EST,IT04,"Risk-Zoning-ZT
国家のeID/PKIとX‑Roadを前提に、サービス単位の細粒度な権限管理と継続検証を運用。境界では暗号化・相互認証・署名付きログを義務化し、バックアップや業務継続も中央の標準に準拠。物理分離が必要な領域は限定し、ZTの原則で再利用性と可観測性を高める。データ分類と業務影響分析に基づきゾーンを定義し、境界は無害化・プロキシ・相互TLS・強制記録で多層化する。ID連携は属性・同意・最小権限を基本とし、端末はEDRと姿勢評価で継続検証する。バックアップとDRはゾーン横断の演習で検証し、レポーティングと監査証跡で再現性を確保する。可視化は共通ダッシュボードに統合し、運用手順と権限は職務分掌に沿って最小化する。",2026-02-18,published,initial EST IT04,https://www.ria.ee/en/state-information-system/data-exchange-platforms/data-exchange-layer-x-tee,nationwide;zt,Estonia,Risk-Zoning-ZT,1,Risk Zoning / Segmentation
EST,IT05,"Nationwide
Riigipilv（政府クラウド）等の国家基盤を通じ、標準化された運用・セキュリティ・監査枠でワークロードを展開。識別・鍵・ログ・復旧の共通サービスを全国で提供し、オンプレや他閉域との連携は標準パターンに従う。複数CSP上に共通のランディングゾーン・ネットワーク・監査・鍵管理を実装し、横断テンプレートで迅速に展開する。コンプライアンスは継続評価（ポリシー・アズ・コード／ドリフト検出）で自動化し、第三者監査の証跡を標準化する。閉域／専用接続／ZT制御を使い分け、オンプレ・他閉域との連携は標準パターンで再利用する。ID連携・ログ・脆弱性管理・秘匿化等の共通サービスはプラットフォームとして提供し、利用部門の負担を低減する。",2026-02-18,published,initial EST IT05,https://www.ria.ee/en/state-information-system/data-exchange-platforms/data-exchange-layer-x-tee,govcloud;nationwide,Estonia,Nationwide,1,Government Cloud (Central)
EST,IT06,"Nationwide
自治体も国家クラウドとデータ交換基盤を共用。住民サービスのSaaS化や属性流通は同意・監査・最小権限の原則で実装し、共通ID基盤と署名基盤を再利用する。移行はテンプレート化され、監査と復旧計画が義務付けられる。自治体ワークロードを全国共通のクラウドに段階移行し、ランディングゾーンと監査・鍵管理を横断適用する。LG／分野閉域・オンプレとの接続は標準ゲートウェイとZT制御で一貫統制し、監査証跡を中央に集約する。運用は共同SOCや支援チームで平準化し、バックアップ／DRの演習を年次で実施する。SaaS活用は同意・属性・監査に基づき、住民向けサービスの迅速な提供と安全性を両立する。",2026-02-18,published,initial EST IT06,https://www.ria.ee/en/state-information-system/data-exchange-platforms/data-exchange-layer-x-tee,govcloud;nationwide,Estonia,Nationwide,1,Government Cloud (Local)
FRA,IT01,"GovNet‑Common
RIE（Réseau Interministériel de l’État）を省庁横断の共通閉域として運用。この共通閉域は、冗長構成と多層防御を前提に、認証・認可、暗号化、ネットワーク分離の基準を横断適用する。外部系や他閉域（自治体網・分野網・学術網等）との接続は標準ゲートウェイで集約し、プロキシ／中継／検疫で最小化された面で制御する。運用面では集中監視（ログ集約・相関分析）と障害・脅威対応のハンドブックを共通化し、定期的な演習と監査で成熟度を引き上げる。クラウド／SaaS活用時は専用接続やZTポリシーを組み合わせ、オンプレとのハイブリッド移行を段階的に支える。",2026-02-18,published,carried over from existing IT01,https://www.numerique.gouv.fr/actualites/retour-sur-les-10-ans-du-reseau-interministeriel-de-letat-rie/,sectoral,France,GovNet‑Common,1,Central Network Architecture
FRA,IT02,"Local-Sectoral
全国統一の自治体閉域はなく、RIEは中央向け。自治体は分野／地域の共同ネットワークや自前接続を組み合わせ、公開系はFranceConnectやAPIカタログ経由で統制。データ交換は権限管理と監査で制御し、無害化・中継で業務系と分離する。州・準州・自治体の共同接続モデルを前提に、拠点直収／地域DC経由／共同運用など複数の接続形態を標準化する。境界はゲートウェイに集約し、プロキシ／中継／無害化・画面転送で公開系と業務系を明確に分離する。ログは共通様式で一元収集し、相関・脅威インテリジェンス連携・手順化されたインシデント対応で可観測性を高める。クラウド／SaaS 連携はテンプレート化されたネットワーク・ID・鍵管理で再利用性を高め、段階的にハイブリッド移行を進める。",2026-02-18,published,initial FRA IT02,https://www.numerique.gouv.fr/actualites/franceconnect-plus/,local,France,Local-Sectoral,1,Local/Regional Network Model
FRA,IT03,"Sec-Hybrid
ANSSI ガイドに基づき、分離・ホワイトリスト等の従来統制にZT要素（強認証・属性制御・ログ相関）を組み合わせる移行型。クラウドは契約・監査・暗号化で補強。レガシー境界はマイクロセグメント化と強制プロキシで段階的に縮退させ、重要系は物理＋論理分離で二重化する。MFA・端末姿勢・最小権限・暗号化・監査ログを既存システムに巻き取り、業務影響を抑えつつZTへ移行する。移行パターン（リホスト／リプラットフォーム／再設計）をプレイブック化し、共通テストと切替手順で品質を担保する。監査は連邦／州・省庁横断で基準を合わせ、重大インシデントの事後評価を教訓化して全体へ水平展開する。",2026-02-18,published,initial FRA IT03,https://www.numerique.gouv.fr/actualites/retour-sur-les-10-ans-du-reseau-interministeriel-de-letat-rie/,policy;zt,France,Sec-Hybrid,1,Security / Zero-Trust Policy
FRA,IT04,"Risk-Zoning-ZT
ANSSIガイドに沿って、用途別ゾーン化・最小権限・強固な認証・ログ相関を実装。機密系はネットワーク分離・ホワイトリスト・媒体統制を徹底し、公開手続はFranceConnect+等の強い認証で保護。クラウドやSaaSは契約・監査・暗号化で統制する。データ分類と業務影響分析に基づきゾーンを定義し、境界は無害化・プロキシ・相互TLS・強制記録で多層化する。ID連携は属性・同意・最小権限を基本とし、端末はEDRと姿勢評価で継続検証する。バックアップとDRはゾーン横断の演習で検証し、レポーティングと監査証跡で再現性を確保する。可視化は共通ダッシュボードに統合し、運用手順と権限は職務分掌に沿って最小化する。",2026-02-18,published,initial FRA IT04,https://www.numerique.gouv.fr/actualites/retour-sur-les-10-ans-du-reseau-interministeriel-de-letat-rie/,partial;zt,France,Risk-Zoning-ZT,1,Risk Zoning / Segmentation
FRA,IT05,"Procurement
“Cloud de confiance” 等の方針・アシュアランスに基づき、複数CSPを適合条件下で採用。識別・鍵・ログ・監査の共通統制により、法令・主権要件を満たす。ポリシー／アシュアランス主導でクラウドを採用し、契約・セキュリティ基準・プライバシー・データ所在を明文化する。ランディングゾーン・ネットワーク・ID・鍵管理・監査の標準テンプレートを提供し、部門横断の再利用を促進する。クラウド審査／リスク評価／監査対応は中央で支援し、サービス選定の指針とガードレールで逸脱を抑止する。運用メトリクスと費用対効果を継続測定し、改善サイクルをポリシーへ反映する。",2026-02-18,published,initial FRA IT05,https://www.numerique.gouv.fr/actualites/franceconnect-plus/,procurement,France,Procurement,1,Government Cloud (Central)
FRA,IT06,"Procurement
自治体は国のクラウド方針とセキュリティ期待に合わせてクラウドを採用。個人データ処理は最小権限・暗号化・監査証跡で統制し、連携はAPI管理・同意管理に基づく。共通のガードレール（ID・監査・ログ・バックアップ・DR）に沿って設計・導入し、契約でデータ保護条項と第三者監査を担保する。SaaS利用は属性・同意・監査の前提で連携し、PII／センシティブ情報は暗号化・鍵分離で保護する。ネットワークは最小境界を維持し、必要に応じてVDI／無害化・強制プロキシで分離を補強する。費用対効果と成熟度を定期評価し、改善結果を標準テンプレートへ反映する。",2026-02-18,published,initial FRA IT06,https://www.numerique.gouv.fr/actualites/franceconnect-plus/,procurement,France,Procurement,1,Government Cloud (Local)
GBR,IT01,"Internet‑ZT 
PSN はクローズダウンの移行施策（FN4G）を経てレガシー化。設計は NCSC の Cloud Security／Zero Trust ガイダンスに基づく Internet‑first＋ZT を基本とし、境界に依存しない強制 MFA・端末姿勢・属性ベース最小権限・暗号化・継続監査を標準化する。FN4G は「PSN クローズダウンの移行施策として示された」旨の補足に留める。",2026-02-18,published,carried over from existing IT01,https://www.ncsc.gov.uk/collection/cloud,zt,United Kingdom,Internet‑ZT,1,Central Network Architecture
GBR,IT02,"Internet-ZT
PSNの段階的終了を受け、自治体のネットワークはInternet-first＋ZTへ移行。安全なインターネット接続、プロキシ／CASB、強制MFA、端末姿勢管理を前提に、公開系SaaSと業務系の連携は属性・同意・監査で制御する。必要領域のみ画面転送・無害化等で分離し、運用はNCSCガイドに準拠。Internet‑first を前提に、強制MFA・端末姿勢検証・属性ベース最小権限・暗号化・継続監査といったZT制御を標準化する。安全なインターネット接続とCASB／プロキシをブローカーとして配置し、SaaS／IaaS への経路と監査証跡を一貫統制する。レガシー系・高機密系はVDIや無害化・強制プロキシで補完し、分離レベルを用途に応じて可変化する。共通ログ基盤で相関・自動対応を実装し、設定・脆弱性の是正はカタログとガードレールで継続的に実施する。",2026-02-18,published,initial GBR IT02,https://www.ncsc.gov.uk/collection/zero-trust/architecture-design-principles,internet-zt,United Kingdom,Internet-ZT,1,Local/Regional Network Model
GBR,IT03,"Sec-ZT-Policy
NCSC の ZT アーキテクチャに沿い、政府横断で境界依存からの脱却を方針化。強制MFA、端末姿勢、属性ベース制御、監査一元化を推進し、クラウドとSaaSに共通ガードレールを適用。ゼロトラスト実装はガバナンス（役割・責任・監査）とポリシー・コード化（IaC/PaC）を伴い、段階的ロードマップで展開する。ID連携・デバイス健全性・ネットワーク・アプリ・データ各柱の測定指標を定義し、成熟度を四半期ベースで可視化する。供給網リスク（SaaS/オープンソース/第三者委託）は契約・検証・監査証跡で管理し、SOCで相関・自動化を進める。クラウド採用時はランディングゾーンと鍵管理・秘匿化標準を適用し、オンプレとの接続は最小境界とする。",2026-02-18,published,initial GBR IT03,https://www.ncsc.gov.uk/collection/zero-trust/architecture-design-principles,policy;zt,United Kingdom,Sec-ZT-Policy,1,Security / Zero-Trust Policy
GBR,IT04,"Risk-Zoning-ZT
NCSCのパターン（ゼロトラスト、クラウドセキュリティ、きめ細かなアクセス制御）に沿い、自治体は用途別分離と継続検証を導入。レガシー依存箇所はマイクロセグメントとプロキシで緩和し、ログの集中分析で検知と復旧を高速化。データ分類と業務影響分析に基づきゾーンを定義し、境界は無害化・プロキシ・相互TLS・強制記録で多層化する。ID連携は属性・同意・最小権限を基本とし、端末はEDRと姿勢評価で継続検証する。バックアップとDRはゾーン横断の演習で検証し、レポーティングと監査証跡で再現性を確保する。可視化は共通ダッシュボードに統合し、運用手順と権限は職務分掌に沿って最小化する。",2026-02-18,published,initial GBR IT04,https://www.ncsc.gov.uk/collection/zero-trust/architecture-design-principles,partial;zt,United Kingdom,Risk-Zoning-ZT,1,Risk Zoning / Segmentation
GBR,IT05,"Procurement
G‑Cloud/Digital Marketplace の共通調達により、セキュリティと契約を標準化。複数CSPを要件適合の下で採用し、ID連携・鍵・ログ・監査をAoG枠組で統制する。ポリシー／アシュアランス主導でクラウドを採用し、契約・セキュリティ基準・プライバシー・データ所在を明文化する。ランディングゾーン・ネットワーク・ID・鍵管理・監査の標準テンプレートを提供し、部門横断の再利用を促進する。クラウド審査／リスク評価／監査対応は中央で支援し、サービス選定の指針とガードレールで逸脱を抑止する。運用メトリクスと費用対効果を継続測定し、改善サイクルをポリシーへ反映する。",2026-02-18,published,initial GBR IT05,https://www.ncsc.gov.uk/collection/cloud-security,procurement,United Kingdom,Procurement,1,Government Cloud (Central)
GBR,IT06,"Procurement
自治体向けの全国共通クラウドは設けず、G‑Cloud 等の枠で調達・導入。住民向けサービスはSaaS中心とし、ゼロトラストのガードレール（MFA、端末衛生、ログ相関）で統制。共通のガードレール（ID・監査・ログ・バックアップ・DR）に沿って設計・導入し、契約でデータ保護条項と第三者監査を担保する。SaaS利用は属性・同意・監査の前提で連携し、PII／センシティブ情報は暗号化・鍵分離で保護する。ネットワークは最小境界を維持し、必要に応じてVDI／無害化・強制プロキシで分離を補強する。費用対効果と成熟度を定期評価し、改善結果を標準テンプレートへ反映する。",2026-02-18,published,initial GBR IT06,https://www.ncsc.gov.uk/collection/zero-trust/architecture-design-principles,procurement,United Kingdom,Procurement,1,Government Cloud (Local)
IND,IT01,"GovNet‑Common
NICNET / 各州 SWAN / NKN 等の分野ネットを連携させる“連邦型”設計。この共通閉域は、冗長構成と多層防御を前提に、認証・認可、暗号化、ネットワーク分離の基準を横断適用する。外部系や他閉域（自治体網・分野網・学術網等）との接続は標準ゲートウェイで集約し、プロキシ／中継／検疫で最小化された面で制御する。運用面では集中監視（ログ集約・相関分析）と障害・脅威対応のハンドブックを共通化し、定期的な演習と監査で成熟度を引き上げる。クラウド／SaaS活用時は専用接続やZTポリシーを組み合わせ、オンプレとのハイブリッド移行を段階的に支える。",2026-02-18,published,carried over from existing IT01,https://www.nic.gov.in/services/,local;sectoral,India,GovNet‑Common,1,Central Network Architecture
IND,IT02,"Local-Sectoral
各州のSWANやNICのネットワーク／DCを中核に、自治体は州ゲートウェイと安全なインターネット接続を使い分ける。公開系とは中継・無害化・逆プロキシで分離し、データ交換はDEPAの同意管理や標準APIで制御。重要台帳は元システムに留め、必要最小限の属性を共有する。州・準州・自治体の共同接続モデルを前提に、拠点直収／地域DC経由／共同運用など複数の接続形態を標準化する。境界はゲートウェイに集約し、プロキシ／中継／無害化・画面転送で公開系と業務系を明確に分離する。ログは共通様式で一元収集し、相関・脅威インテリジェンス連携・手順化されたインシデント対応で可観測性を高める。クラウド／SaaS 連携はテンプレート化されたネットワーク・ID・鍵管理で再利用性を高め、段階的にハイブリッド移行を進める。",2026-02-18,published,initial IND IT02,https://indiaai.gov.in/article/data-empowerment-and-protection-architecture-depa,local,India,Local-Sectoral,1,Local/Regional Network Model
IND,IT03,"Sec-Hybrid
CERT‑In/NISG の枠組みに基づくハイブリッド。重要系は分離・検疫を維持しつつ、MFA・最小権限・ログ相関を強化。法令に沿った同意・監査を前提にZT要素を段階導入。レガシー境界はマイクロセグメント化と強制プロキシで段階的に縮退させ、重要系は物理＋論理分離で二重化する。MFA・端末姿勢・最小権限・暗号化・監査ログを既存システムに巻き取り、業務影響を抑えつつZTへ移行する。移行パターン（リホスト／リプラットフォーム／再設計）をプレイブック化し、共通テストと切替手順で品質を担保する。監査は連邦／州・省庁横断で基準を合わせ、重大インシデントの事後評価を教訓化して全体へ水平展開する。",2026-02-18,published,initial IND IT03,https://cloud.gov.in/,policy;zt,India,Sec-Hybrid,1,Security / Zero-Trust Policy
IND,IT04,"Risk-Zoning-ZT
CERT‑In やNISGのガイドに基づき、リスクベース分離・MFA・最小権限・ログ相関を導入。Aadhaar/KYC 系の連携は法令と判決に沿って同意と代替手段を確保し、行政データの共有はDEPAの同意アーキテクチャで標準化。データ分類と業務影響分析に基づきゾーンを定義し、境界は無害化・プロキシ・相互TLS・強制記録で多層化する。ID連携は属性・同意・最小権限を基本とし、端末はEDRと姿勢評価で継続検証する。バックアップとDRはゾーン横断の演習で検証し、レポーティングと監査証跡で再現性を確保する。可視化は共通ダッシュボードに統合し、運用手順と権限は職務分掌に沿って最小化する。",2026-02-18,published,initial IND IT04,https://cloud.gov.in/,partial;zt,India,Risk-Zoning-ZT,1,Risk Zoning / Segmentation
IND,IT05,"Multiple
MeghRaj（GI Cloud）構想の下、政府機関向けのクラウドを複数CSPで運用。アカウント統制、鍵管理、監査、ログの共通要件が定義され、データ分類に応じた保護を適用する。連邦・州・自治体等の複数クラウドを契約・認可・監査で連結し、最低統制（ID・鍵・ログ・脆弱性）を共通化する。相互接続はゲートウェイとトラスト境界でリスクを制御し、データ移送は暗号化・鍵分離・最小権限を徹底する。ポリシーはカタログ化し、標準テンプレートと自動化で配置・運用のばらつきを抑える。可視化は集中ダッシュボードに統合し、重要監査指標を定常モニタリングする。",2026-02-18,published,initial IND IT05,https://indiaai.gov.in/article/data-empowerment-and-protection-architecture-depa,multiple,India,Multiple,1,Government Cloud (Central)
IND,IT06,"Multiple
州DCやNICのクラウドと連携し、自治体ワークロードを段階的にクラウドへ移行。テンプレート化されたセキュリティコントロール（ID、ログ、バックアップ、DR）を再利用し、SaaSの採用は同意・監査と契約統制を前提とする。自治体向けに複数基盤を使い分けるモデルで、ID・ログ・バックアップ・DR等の基盤要件を標準テンプレート化する。ネットワークは閉域／専用接続／ZT制御を組み合わせ、公開SaaS連携はCASB等で属性・同意・監査を統制する。契約・監査・データ所在の要件は中央ガイドに準拠し、移行は段階的（評価→パイロット→横展開）に進める。小規模団体には運用支援・共通運用センターを提供し、可視化と復旧力を底上げする。",2026-02-18,published,initial IND IT06,https://indiaai.gov.in/article/data-empowerment-and-protection-architecture-depa,multiple,India,Multiple,1,Government Cloud (Local)
JPN,IT01,"GovNet‑Common
中央府省横断の政府共通閉域（GSS/G‑Net）。各府省と共通基盤を高可用な冗長構成で相互接続し、政府共通の監視・運用ルール（ログ収集、相関分析、障害連絡体制）を適用する。外部系とのデータ連携は所定のゲートウェイ（プロキシ／中継／検疫）を経由させ、LGWAN 等の分野・自治体閉域とはレイヤ分離とアクセス制御で一貫性を確保する。インターネット境界はポリシー集中管理と可視化（脅威インテリジェンス連携）を前提とし、将来的なゼロトラスト要素（ID・端末状態・アプリ・データ単位の継続検証）を段階導入できる設計を採る。",2026-02-18,published,refresh JPN IT01 detail (3x),https://www.digital.go.jp/assets/contents/node/basic_page/field_ref_resources/b5181b0c-6424-4977-b415-b1cbb3301bc8/6fad53cc/20240618_policies_assessment_outline_05.pdf,common;govnet,Japan,GovNet‑Common,1,Central Network Architecture
JPN,IT02,"LGWAN-type
自治体専用の広域行政ネットワーク（LGWAN）を中核。都道府県・政令市・基礎自治体を閉域上で相互接続し、業務系トラフィックはLGWAN-ASP等の共通サービス基盤へ安全に収容する。公開系や政府側閉域（GSS/G‑Net）とはレイヤを分離し、ゲートウェイでプロキシ／中継／無害化等の検疫を実施してデータフローを厳格に制御する。接続形態は各団体の規模・運用に応じた複数オプション（拠点直収／地域DC経由／共同運用等）を許容しつつ、監査・ログ・脅威連携の最低要件を共通化して可視性を確保する。",2026-02-18,published,expand JPN IT02 detail (3x),https://www.digital.go.jp/assets/contents/node/basic_page/field_ref_resources/b5181b0c-6424-4977-b415-b1cbb3301bc8/6fad53cc/20240618_policies_assessment_outline_05.pdf,lgwan;local,Japan,LGWAN-type,1,Local/Regional Network Model
JPN,IT03,"Sec-ZT-Policy
政府横断のゼロトラスト志向（共通ID・端末状態・アプリ・データに対する継続検証）を方針化し、ネットワーク境界に依存しないアクセス制御へ段階的に移行する。共通認証・認可、端末健全性チェック、最小権限、暗号化、集中ログ収集と相関分析（SIEM/SOC）を組み合わせ、クラウド境界でも一貫したポリシー適用と証跡管理を実現する。レガシー環境はリスク評価に基づくセグメンテーションで段階的に縮退させ、ガイドラインと監査で運用水準を平準化する。",2026-02-18,published,expand JPN IT03 detail (3x),https://www.digital.go.jp/assets/contents/node/basic_page/field_ref_resources/b5181b0c-6424-4977-b415-b1cbb3301bc8/6fad53cc/20240618_policies_assessment_outline_05.pdf,policy;zt,Japan,Sec-ZT-Policy,1,Security / Zero-Trust Policy
JPN,IT04,"Tri-Layer-JP
三層の構え（個人番号系／LGWAN系／インターネット系）。個人番号系は住民情報等の高保護データを収容し、外部接続を原則遮断した強固な分離と厳格な運用統制（媒体制御・持出禁止・多要素）を適用する。LGWAN系は自治体業務の基盤として各種アプリを閉域内で連携し、公開系とのやり取りは中継・無害化・画面転送等により必要最小限へ限定する。インターネット系は住民向けWebやSaaS活用を想定し、プロキシやCASB等で統制を強化する。全体としてログの一元管理とリスク対応を徹底し、近年はID強化やEDR等のZT要素を層横断で段階的に取り込む。",2026-02-18,published,expand JPN IT04 detail (3x),https://www.digital.go.jp/assets/contents/node/basic_page/field_ref_resources/b5181b0c-6424-4977-b415-b1cbb3301bc8/6fad53cc/20240618_policies_assessment_outline_05.pdf,local;tri-layer,Japan,Tri-Layer-JP,1,Risk Zoning / Segmentation
JPN,IT05,"Nationwide
ガバメントクラウド（政府共通）。複数の認定CSP上に共通基準（セキュリティ、運用、監査、BCP）を実装し、共通のランディングゾーンやテンプレートで府省庁横断の再利用性を高める。ID連携・鍵管理・ログ集約・脆弱性管理等の共通サービスを提供し、コンプライアンス要求（法令・プライバシー・第三者監査）を体系的に満たす。ネットワークは閉域／専用接続／ZT制御を使い分け、オンプレや他閉域（GSS/G‑Net、LGWAN）との連携も標準パターンで支援する。",2026-02-18,published,expand JPN IT05 detail (3x),https://www.digital.go.jp/assets/contents/node/basic_page/field_ref_resources/b5181b0c-6424-4977-b415-b1cbb3301bc8/6fad53cc/20240618_policies_assessment_outline_05.pdf,govcloud;nationwide,Japan,Nationwide,1,Government Cloud (Central)
JPN,IT06,"Nationwide
自治体もガバメントクラウドを共用（制度上は国・地方の共通基盤）。移行は段階的に進められ、自治体ワークロードは共通のブループリント（ID・ネットワーク・ログ・バックアップ）に沿って実装される。LGWANや既存庁内ネットとの接続は標準ゲートウェイとネットワークパターンで確実に分離・統制しつつ、住民向けサービスではSaaSやPaaSの利活用を促進する。中央の支援（ガイド、監査、運用支援）により小規模団体でも負担を抑えつつセキュリティ水準を確保する。",2026-02-18,published,expand JPN IT06 detail (3x),https://www.digital.go.jp/assets/contents/node/basic_page/field_ref_resources/b5181b0c-6424-4977-b415-b1cbb3301bc8/6fad53cc/20240618_policies_assessment_outline_05.pdf,govcloud;local,Japan,Nationwide,1,Government Cloud (Local)
