country_id,indicator_id,value,version,review_status,change_note,source_url,tags,country_name,pattern,sources_count,domain
KOR,IT01,"GovNet‑Common 
NIRS の統合 DC と政府共通ネット（G‑VPN 等）を基盤に、MSIT／KISA のゼロトラスト・ガイドライン 2.0 を取り込み Internet‑first＋ZT へ移行。ID・端末・ネットワーク・アプリ・データ各柱を継続検証し、クラウドや電子政府基盤は共通ガードレールで統制する。",2026-02-18,published,carried over from existing IT01,https://www.nirs.go.kr/eng/index.jsp,sectoral,South Korea,GovNet‑Common,1,Central Network Architecture
KOR,IT02,"Local-Sectoral
全国単一の自治体閉域は想定せず、中央の政府ネットワーク（G‑VPN）と地方の共同基盤を組み合わせる。公開系との分離はプロキシ・中継・無害化で実施し、モバイルIDの活用により職員認証を強化。ログ・監査は共通様式で可視化し、インシデント対応を迅速化する。州・準州・自治体の共同接続モデルを前提に、拠点直収／地域DC経由／共同運用など複数の接続形態を標準化する。境界はゲートウェイに集約し、プロキシ／中継／無害化・画面転送で公開系と業務系を明確に分離する。ログは共通様式で一元収集し、相関・脅威インテリジェンス連携・手順化されたインシデント対応で可観測性を高める。クラウド／SaaS 連携はテンプレート化されたネットワーク・ID・鍵管理で再利用性を高め、段階的にハイブリッド移行を進める。",2026-02-18,published,initial KOR IT02,https://www.msit.go.kr/eng/bbs/view.do?sCode=eng&mId=4&bbsSeqNo=42&nttSeqNo=1059,local,South Korea,Local-Sectoral,1,Local/Regional Network Model
KOR,IT03,"Sec-Hybrid
国家標準に基づき、重要系は分離・強制プロキシ、一般系はZT原則（MFA、端末衛生、継続検証）で論理分離。監査・訓練で復旧力を高め、クラウド境界も一貫統制。レガシー境界はマイクロセグメント化と強制プロキシで段階的に縮退させ、重要系は物理＋論理分離で二重化する。MFA・端末姿勢・最小権限・暗号化・監査ログを既存システムに巻き取り、業務影響を抑えつつZTへ移行する。移行パターン（リホスト／リプラットフォーム／再設計）をプレイブック化し、共通テストと切替手順で品質を担保する。監査は連邦／州・省庁横断で基準を合わせ、重大インシデントの事後評価を教訓化して全体へ水平展開する。",2026-02-18,published,initial KOR IT03,https://www.msit.go.kr/eng/bbs/view.do?sCode=eng&mId=4&bbsSeqNo=42&nttSeqNo=1059,policy;zt,South Korea,Sec-Hybrid,1,Security / Zero-Trust Policy
KOR,IT04,"Risk-Zoning-ZT
国家の情報保護基準に従い、重要系は分離・強制プロキシ・媒体統制で保護し、一般系はZT原則（MFA、端末衛生、継続検証）で論理分離。各自治体の監査・訓練を通じ、可観測性と復旧性を高める。データ分類と業務影響分析に基づきゾーンを定義し、境界は無害化・プロキシ・相互TLS・強制記録で多層化する。ID連携は属性・同意・最小権限を基本とし、端末はEDRと姿勢評価で継続検証する。バックアップとDRはゾーン横断の演習で検証し、レポーティングと監査証跡で再現性を確保する。可視化は共通ダッシュボードに統合し、運用手順と権限は職務分掌に沿って最小化する。",2026-02-18,published,initial KOR IT04,https://www.msit.go.kr/eng/bbs/view.do?sCode=eng&mId=4&bbsSeqNo=42&nttSeqNo=1059,partial;zt,South Korea,Risk-Zoning-ZT,1,Risk Zoning / Segmentation
KOR,IT05,"Multiple
統合プラットフォーム上で政府クラウドを展開し、資格連携や電子署名を含む共通サービスを提供。ワークロードの重要度に応じて複数基盤を使い分け、専用接続／ZT制御で境界を保護する。連邦・州・自治体等の複数クラウドを契約・認可・監査で連結し、最低統制（ID・鍵・ログ・脆弱性）を共通化する。相互接続はゲートウェイとトラスト境界でリスクを制御し、データ移送は暗号化・鍵分離・最小権限を徹底する。ポリシーはカタログ化し、標準テンプレートと自動化で配置・運用のばらつきを抑える。可視化は集中ダッシュボードに統合し、重要監査指標を定常モニタリングする。",2026-02-18,published,initial KOR IT05,https://www.mois.go.kr/eng/a01/policy/policy04/s04_02_02.jsp,multiple,South Korea,Multiple,1,Government Cloud (Central)
KOR,IT06,"Multiple
地方自治体も政府系クラウドや地域共同の基盤を活用。標準テンプレートでID・ログ・バックアップを統一し、住民向けサービスはモバイルID等と連携して利便・安全を両立する。自治体向けに複数基盤を使い分けるモデルで、ID・ログ・バックアップ・DR等の基盤要件を標準テンプレート化する。ネットワークは閉域／専用接続／ZT制御を組み合わせ、公開SaaS連携はCASB等で属性・同意・監査を統制する。契約・監査・データ所在の要件は中央ガイドに準拠し、移行は段階的（評価→パイロット→横展開）に進める。小規模団体には運用支援・共通運用センターを提供し、可視化と復旧力を底上げする。",2026-02-18,published,initial KOR IT06,https://www.msit.go.kr/eng/bbs/view.do?sCode=eng&mId=4&bbsSeqNo=42&nttSeqNo=1059,multiple,South Korea,Multiple,1,Government Cloud (Local)
NZL,IT01,"GovNet‑Sectoral
Public Safety Network（PSN）等の専門網＋ZT方針で政府全体を統制。分野別閉域は当該ミッション要件（可用性・遅延・主権・相互運用）に最適化され、共通の識別・鍵管理・ログ基準の下で連携する。相互接続はゲートウェイ集約でリスクを限定し、プロトコル変換や無害化でデータの取り回しを統一する。運用は分野SOCと中央の協調で可観測性を確保し、重要イベントは横断的な通報・分析・教訓化に流し込む。クラウド連携は分野規制に適合させつつ、ZT原則で最小権限と継続検証を適用する。",2026-02-18,published,carried over from existing IT01,https://ngcc.govt.nz/public-safety-network?url=public-safety-network%2F,sectoral;zt,New Zealand,GovNet‑Sectoral,1,Central Network Architecture
NZL,IT02,"Internet-ZT
全国の自治体閉域は設けず、NZISMのベースラインに基づくインターネット前提＋ZTで統制。安全な接続、MFA、端末健全性、ログ相関を前提に、公開SaaSと業務系の連携は属性・同意・監査で制御。必要に応じてVDIや無害化で追加分離する。Internet‑first を前提に、強制MFA・端末姿勢検証・属性ベース最小権限・暗号化・継続監査といったZT制御を標準化する。安全なインターネット接続とCASB／プロキシをブローカーとして配置し、SaaS／IaaS への経路と監査証跡を一貫統制する。レガシー系・高機密系はVDIや無害化・強制プロキシで補完し、分離レベルを用途に応じて可変化する。共通ログ基盤で相関・自動対応を実装し、設定・脆弱性の是正はカタログとガードレールで継続的に実施する。",2026-02-18,published,initial NZL IT02,https://www.digital.govt.nz/standards-and-guidance/technology-and-architecture/public-cloud/public-cloud-data-centre-certification/,internet-zt,New Zealand,Internet-ZT,1,Local/Regional Network Model
NZL,IT03,"Sec-ZT-Policy
NZISM を基礎に、境界依存から ZT へ移行する国家方針。安全な接続、強制MFA、端末健全性、ログ集中を標準とし、クラウドでは契約・監査・鍵管理を共通化。ゼロトラスト実装はガバナンス（役割・責任・監査）とポリシー・コード化（IaC/PaC）を伴い、段階的ロードマップで展開する。ID連携・デバイス健全性・ネットワーク・アプリ・データ各柱の測定指標を定義し、成熟度を四半期ベースで可視化する。供給網リスク（SaaS/オープンソース/第三者委託）は契約・検証・監査証跡で管理し、SOCで相関・自動化を進める。クラウド採用時はランディングゾーンと鍵管理・秘匿化標準を適用し、オンプレとの接続は最小境界とする。",2026-02-18,published,initial NZL IT03,https://www.digital.govt.nz/standards-and-guidance/technology-and-architecture/public-cloud/public-cloud-data-centre-certification/,policy;zt,New Zealand,Sec-ZT-Policy,1,Security / Zero-Trust Policy
NZL,IT04,"Risk-Zoning-ZT
NZISMのコントロールに沿って、用途別分離・最小権限・監査証跡を徹底。クラウドやSaaSはガバメント調達枠と保証で統制し、可観測性の高いログとインシデント手順で復旧力を確保。自治体規模に応じたテンプレートで導入を平準化する。データ分類と業務影響分析に基づきゾーンを定義し、境界は無害化・プロキシ・相互TLS・強制記録で多層化する。ID連携は属性・同意・最小権限を基本とし、端末はEDRと姿勢評価で継続検証する。バックアップとDRはゾーン横断の演習で検証し、レポーティングと監査証跡で再現性を確保する。可視化は共通ダッシュボードに統合し、運用手順と権限は職務分掌に沿って最小化する。",2026-02-18,published,initial NZL IT04,https://www.digital.govt.nz/standards-and-guidance/technology-and-architecture/public-cloud/public-cloud-data-centre-certification/,partial;zt,New Zealand,Risk-Zoning-ZT,1,Risk Zoning / Segmentation
NZL,IT05,"Procurement
Cloud First と PCDCC などの保証により、当局は要件適合した商用クラウドを採用。データ保護・監査・所在地の期待を満たし、ID連携・ログ・鍵管理を標準化する。ポリシー／アシュアランス主導でクラウドを採用し、契約・セキュリティ基準・プライバシー・データ所在を明文化する。ランディングゾーン・ネットワーク・ID・鍵管理・監査の標準テンプレートを提供し、部門横断の再利用を促進する。クラウド審査／リスク評価／監査対応は中央で支援し、サービス選定の指針とガードレールで逸脱を抑止する。運用メトリクスと費用対効果を継続測定し、改善サイクルをポリシーへ反映する。",2026-02-18,published,initial NZL IT05,https://www.police.govt.nz/about-us/publication/proactive-release-ngcc-psn-implementation-business-case,procurement,New Zealand,Procurement,1,Government Cloud (Central)
NZL,IT06,"Procurement
自治体はAoG調達枠とガバメントのガードレールに沿ってクラウドへ移行。テンプレート化されたセキュリティ構成（ID、ネットワーク、ログ、バックアップ）を採用し、SaaSの利用はプライバシー評価と契約で統制する。共通のガードレール（ID・監査・ログ・バックアップ・DR）に沿って設計・導入し、契約でデータ保護条項と第三者監査を担保する。SaaS利用は属性・同意・監査の前提で連携し、PII／センシティブ情報は暗号化・鍵分離で保護する。ネットワークは最小境界を維持し、必要に応じてVDI／無害化・強制プロキシで分離を補強する。費用対効果と成熟度を定期評価し、改善結果を標準テンプレートへ反映する。",2026-02-18,published,initial NZL IT06,https://www.police.govt.nz/about-us/publication/proactive-release-ngcc-psn-implementation-business-case,procurement,New Zealand,Procurement,1,Government Cloud (Local)
SGP,IT01,"Internet‑ZT
GCC2.0/+ による商用クラウド活用とZT統制を横断で標準化。必要箇所は分野閉域で補完。設計は“インターネット前提”で、境界に依存しないゼロトラスト制御（強制MFA、端末姿勢検証、属性ベースの最小権限、暗号化、継続監査）を標準とする。ネットワークはセグメントを薄く保ち、ブローカー型の安全な接続・プロキシ・CASBでSaaS／IaaSを一貫統制する。ログは中央に集約して相関分析・自動対応を行い、構成と脆弱性はカタログ化して継続的に是正する。レガシー接続や高機密領域は画面転送・無害化・強制プロキシ等で補完し、段階的にZT成熟度を高める。",2026-02-18,published,carried over from existing IT01,https://www.developer.tech.gov.sg/products/categories/infrastructure-and-hosting/gcc/overview,sectoral;zt,Singapore,Internet‑ZT,1,Central Network Architecture
SGP,IT02,"None
国家レベルの統合政府として自治体レイヤは想定されず、自治体共通ネットワークに相当する全国制度は存在しない。行政サービスはSingpassやMyInfo等の共通基盤の上で安全に提供され、必要に応じて分野ネットワークで補強される。シンガポールには地方自治体層が設けられていないため、本分類は None（該当制度なし）である。国家の共通基盤（Singpass／MyInfo など）上で行政サービスを提供し、必要に応じて分野別ネットワークで補完する方針を維持する。",2026-02-18,published,initial SGP IT02,https://www.developer.tech.gov.sg/products/categories/infrastructure-and-hosting/gcc/about-gcc-2-0,none,Singapore,,1,Local/Regional Network Model
SGP,IT03,"Sec-ZT-Policy
CSA/GovTech の基準に基づき、Singpass やMyInfoを核にZT方針を制度化。属性・同意・監査により細粒度アクセスを実現し、GCC 2.0/+ のガードレールで一貫統制。ゼロトラスト実装はガバナンス（役割・責任・監査）とポリシー・コード化（IaC/PaC）を伴い、段階的ロードマップで展開する。ID連携・デバイス健全性・ネットワーク・アプリ・データ各柱の測定指標を定義し、成熟度を四半期ベースで可視化する。供給網リスク（SaaS/オープンソース/第三者委託）は契約・検証・監査証跡で管理し、SOCで相関・自動化を進める。クラウド採用時はランディングゾーンと鍵管理・秘匿化標準を適用し、オンプレとの接続は最小境界とする。",2026-02-18,published,initial SGP IT03,https://www.developer.tech.gov.sg/products/categories/infrastructure-and-hosting/gcc/features-roadmap,policy;zt,Singapore,Sec-ZT-Policy,1,Security / Zero-Trust Policy
SGP,IT04,"None
自治体レベルの独立したセキュリティモデルは想定されず、国家の枠組み（CSA/NCSAガイド、GovTech標準）に統合。強固な認証（Singpass）とデータ共有基盤（MyInfo）を前提に、用途別分離と監査で統制される。",2026-02-18,published,initial SGP IT04,https://www.developer.tech.gov.sg/products/categories/infrastructure-and-hosting/gcc/about-gcc-2-0,none,Singapore,,1,Risk Zoning / Segmentation
SGP,IT05,"Multiple
GCC 2.0/+ により、政府は複数CSP上で共通のガードレールとホスティングオプションを提供。ワークロードはセキュアなランディングゾーンへ標準展開され、ID/鍵/ログ/監査の共通サービスを利用する。連邦・州・自治体等の複数クラウドを契約・認可・監査で連結し、最低統制（ID・鍵・ログ・脆弱性）を共通化する。相互接続はゲートウェイとトラスト境界でリスクを制御し、データ移送は暗号化・鍵分離・最小権限を徹底する。ポリシーはカタログ化し、標準テンプレートと自動化で配置・運用のばらつきを抑える。可視化は集中ダッシュボードに統合し、重要監査指標を定常モニタリングする。",2026-02-18,published,initial SGP IT05,https://www.developer.tech.gov.sg/assets/files/gcc-factsheet-121222.pdf,multiple,Singapore,Multiple,1,Government Cloud (Central)
SGP,IT06,"None
自治体共通クラウドに相当する制度は存在せず、必要な行政機能は国家の共通クラウド枠組に統合される。シンガポールには地方自治体層が設けられていないため、本分類は None（該当制度なし）である。必要な行政機能は国家の共通クラウド枠組に統合される。",2026-02-18,published,initial SGP IT06,https://www.developer.tech.gov.sg/products/categories/infrastructure-and-hosting/gcc/about-gcc-2-0,none,Singapore,,1,Government Cloud (Local)
SWE,IT01,"GovNet‑Common 
政府共通の SGSI と分野網 Sjunet を併用しつつ、Internet‑first＋ZT 志向で運用を近代化。SGSI はインターネットと分離した高可用の安全通信を提供し、公開系との連携は SDK などの安全なメッセージングを組み合わせる。クラウドや外部委託は DIGG の外部（モルン）運用・モルンサービスの指針に沿って法令と安全性を担保する。",2026-02-18,published,carried over from existing IT01,https://www.mcf.se/sv/amnesomraden/samhallsviktiga-kommunikationstjanster/sgsi/om-sgsi/om-sgsi/,sectoral,Sweden,GovNet‑Common,1,Central Network Architecture
SWE,IT02,"Local-Sectoral
全国の自治体閉域はなく、医療のSjunet等の分野閉域と各自治体のネットワークを組み合わせる。公開系とはプロキシ・無害化・VDIで分離し、相互運用はSweden Connect等の標準で担保。ログ・監査は共通期待に基づき可視化する。州・準州・自治体の共同接続モデルを前提に、拠点直収／地域DC経由／共同運用など複数の接続形態を標準化する。境界はゲートウェイに集約し、プロキシ／中継／無害化・画面転送で公開系と業務系を明確に分離する。ログは共通様式で一元収集し、相関・脅威インテリジェンス連携・手順化されたインシデント対応で可観測性を高める。クラウド／SaaS 連携はテンプレート化されたネットワーク・ID・鍵管理で再利用性を高め、段階的にハイブリッド移行を進める。",2026-02-18,published,initial SWE IT02,https://www.digg.se/en/what-we-do/e-identification,local,Sweden,Local-Sectoral,1,Local/Regional Network Model
SWE,IT03,"Sec-Hybrid
MSB/DIGG ガイドに沿った移行型。個人番号系など重要領域は強固な分離・媒体統制を維持しつつ、一般領域にZT要素（MFA、端末姿勢、継続検証）とログ集中を導入。レガシー境界はマイクロセグメント化と強制プロキシで段階的に縮退させ、重要系は物理＋論理分離で二重化する。MFA・端末姿勢・最小権限・暗号化・監査ログを既存システムに巻き取り、業務影響を抑えつつZTへ移行する。移行パターン（リホスト／リプラットフォーム／再設計）をプレイブック化し、共通テストと切替手順で品質を担保する。監査は連邦／州・省庁横断で基準を合わせ、重大インシデントの事後評価を教訓化して全体へ水平展開する。",2026-02-18,published,initial SWE IT03,https://www.digg.se/en/what-we-do/e-identification/sweden-connect,policy;zt,Sweden,Sec-Hybrid,1,Security / Zero-Trust Policy
SWE,IT04,"Risk-Zoning-ZT
MSB/ DIGG のガイドに沿い、用途別のゾーン化とZT要素（MFA、端末姿勢、継続検証）を導入。個人番号系・教育系などは追加統制で保護し、ログの集中分析とBCPで回復力を確保する。データ分類と業務影響分析に基づきゾーンを定義し、境界は無害化・プロキシ・相互TLS・強制記録で多層化する。ID連携は属性・同意・最小権限を基本とし、端末はEDRと姿勢評価で継続検証する。バックアップとDRはゾーン横断の演習で検証し、レポーティングと監査証跡で再現性を確保する。可視化は共通ダッシュボードに統合し、運用手順と権限は職務分掌に沿って最小化する。",2026-02-18,published,initial SWE IT04,https://www.digg.se/en/what-we-do/e-identification/sweden-connect,partial;zt,Sweden,Risk-Zoning-ZT,1,Risk Zoning / Segmentation
SWE,IT05,"Procurement
公共部門のクラウドは調達主導で、枠組契約と法令適合を前提にCSPを選定。データ保護・監査・所在地の期待を満たし、ID/ログ/鍵を標準化する。ポリシー／アシュアランス主導でクラウドを採用し、契約・セキュリティ基準・プライバシー・データ所在を明文化する。ランディングゾーン・ネットワーク・ID・鍵管理・監査の標準テンプレートを提供し、部門横断の再利用を促進する。クラウド審査／リスク評価／監査対応は中央で支援し、サービス選定の指針とガードレールで逸脱を抑止する。運用メトリクスと費用対効果を継続測定し、改善サイクルをポリシーへ反映する。",2026-02-18,published,initial SWE IT05,https://www.digg.se/en/what-we-do/e-identification/sweden-connect,procurement,Sweden,Procurement,1,Government Cloud (Central)
SWE,IT06,"Procurement
自治体は枠組契約とガイドラインに沿ってクラウドを採用。個人データ処理は暗号化・監査・権限最小化で統制し、Sweden Connect等の共通基盤で認証を統一する。共通のガードレール（ID・監査・ログ・バックアップ・DR）に沿って設計・導入し、契約でデータ保護条項と第三者監査を担保する。SaaS利用は属性・同意・監査の前提で連携し、PII／センシティブ情報は暗号化・鍵分離で保護する。ネットワークは最小境界を維持し、必要に応じてVDI／無害化・強制プロキシで分離を補強する。費用対効果と成熟度を定期評価し、改善結果を標準テンプレートへ反映する。",2026-02-18,published,initial SWE IT06,https://www.digg.se/en/what-we-do/e-identification,procurement,Sweden,Procurement,1,Government Cloud (Local)
USA,IT01,"Internet‑ZT 
全国単一の政府閉域は置かず、連邦ゼロトラスト戦略（OMB M‑22‑09）と CISA の ZT 成熟度モデル v2 を軸に Internet‑first＋ZT の分散アーキテクチャへ移行。TIC 3.0 と CISA Cloud Security Technical Reference Architecture（CSTRA）を組み合わせ、ID・デバイス・ネットワーク・アプリ・データ各柱で継続検証と最小権限を徹底し、SaaS／IaaS は共通ガードレールで統制する。ログは集中し、相関分析と自動化（SIEM/SOAR）で可観測性と復旧力を高める。",2026-02-18,published,carried over from existing IT01,https://www.cisa.gov/resources-tools/resources/cloud-security-technical-reference-architecture-tra,sectoral;zt,United States of America,Internet‑ZT,1,Central Network Architecture
USA,IT02,"Internet-ZT
全国の自治体閉域は想定せず、TIC 3.0 に基づく安全なインターネット接続とZTパターンで統制。公開系SaaSと業務系は属性・同意・監査で連携し、必要領域ではVDI・無害化・強制プロキシで分離。州・郡・市の裁量により実装は多様だが、共通の最小要件で可視性を確保する。Internet‑first を前提に、強制MFA・端末姿勢検証・属性ベース最小権限・暗号化・継続監査といったZT制御を標準化する。安全なインターネット接続とCASB／プロキシをブローカーとして配置し、SaaS／IaaS への経路と監査証跡を一貫統制する。レガシー系・高機密系はVDIや無害化・強制プロキシで補完し、分離レベルを用途に応じて可変化する。共通ログ基盤で相関・自動対応を実装し、設定・脆弱性の是正はカタログとガードレールで継続的に実施する。",2026-02-18,published,initial USA IT02,https://csrc.nist.gov/publications/detail/sp/800-207/final,internet-zt,United States of America,Internet-ZT,1,Local/Regional Network Model
USA,IT03,"Sec-ZT-Policy
CISA/NIST に基づく政府横断のZT戦略。ID・デバイス・ネットワーク・アプリ・データの各柱で継続検証と最小権限を実装し、SIEM/SOAR で相関・自動化を推進。FedRAMP と連携しクラウドでも一貫統制。ゼロトラスト実装はガバナンス（役割・責任・監査）とポリシー・コード化（IaC/PaC）を伴い、段階的ロードマップで展開する。ID連携・デバイス健全性・ネットワーク・アプリ・データ各柱の測定指標を定義し、成熟度を四半期ベースで可視化する。供給網リスク（SaaS/オープンソース/第三者委託）は契約・検証・監査証跡で管理し、SOCで相関・自動化を進める。クラウド採用時はランディングゾーンと鍵管理・秘匿化標準を適用し、オンプレとの接続は最小境界とする。",2026-02-18,published,initial USA IT03,https://www.cisa.gov/sites/default/files/2023-04/zero_trust_maturity_model_v2_508.pdf,policy;zt,United States of America,Sec-ZT-Policy,1,Security / Zero-Trust Policy
USA,IT04,"Risk-Zoning-ZT
NIST SPやCISAのZT成熟度モデルを参照し、用途別分離・MFA・端末衛生・マイクロセグメントを実装。ログの集中分析と自動化対応で復旧性を高め、クラウドではFedRAMP準拠の統制を活用。自治体の規模差を踏まえ、テンプレートと共有サービスで運用負荷を下げる。データ分類と業務影響分析に基づきゾーンを定義し、境界は無害化・プロキシ・相互TLS・強制記録で多層化する。ID連携は属性・同意・最小権限を基本とし、端末はEDRと姿勢評価で継続検証する。バックアップとDRはゾーン横断の演習で検証し、レポーティングと監査証跡で再現性を確保する。可視化は共通ダッシュボードに統合し、運用手順と権限は職務分掌に沿って最小化する。",2026-02-18,published,initial USA IT04,https://www.cisa.gov/sites/default/files/2023-04/zero_trust_maturity_model_v2_508.pdf,partial;zt,United States of America,Risk-Zoning-ZT,1,Risk Zoning / Segmentation
USA,IT05,"Multiple
政府共通クラウドは単一化せず、FedRAMPにより複数CSPのセキュリティ審査・認可を標準化。ワークロードは契約・認可境界で統制し、識別・鍵・ログ・監査の共通枠で運用する。連邦・州・自治体等の複数クラウドを契約・認可・監査で連結し、最低統制（ID・鍵・ログ・脆弱性）を共通化する。相互接続はゲートウェイとトラスト境界でリスクを制御し、データ移送は暗号化・鍵分離・最小権限を徹底する。ポリシーはカタログ化し、標準テンプレートと自動化で配置・運用のばらつきを抑える。可視化は集中ダッシュボードに統合し、重要監査指標を定常モニタリングする。",2026-02-18,published,initial USA IT05,https://csrc.nist.gov/publications/detail/sp/800-207/final,multiple,United States of America,Multiple,1,Government Cloud (Central)
USA,IT06,"Procurement
自治体は州・郡・市の調達／枠組に基づきクラウドを採用。共通のガードレール（ID、監査、ログ、バックアップ）に沿って設計し、SaaSの採用はデータ保護条項・越境移転・第三者監査を契約で担保する。共通のガードレール（ID・監査・ログ・バックアップ・DR）に沿って設計・導入し、契約でデータ保護条項と第三者監査を担保する。SaaS利用は属性・同意・監査の前提で連携し、PII／センシティブ情報は暗号化・鍵分離で保護する。ネットワークは最小境界を維持し、必要に応じてVDI／無害化・強制プロキシで分離を補強する。費用対効果と成熟度を定期評価し、改善結果を標準テンプレートへ反映する。",2026-02-18,published,initial USA IT06,https://csrc.nist.gov/publications/detail/sp/800-207/final,procurement,United States of America,Procurement,1,Government Cloud (Local)
